the_geom*GID*the_geom2*GID2*url*result
MULTIPOINT ((-56.2084331533173 -34.9047054507779))*420*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2084331533173,-34.9047054507779;-56.2019632898583,-34.9034326894455                                                    *{"code":"Ok","routes":[{"geometry":"ni`tE`favId@Q|@~DqCdAaEcQo@iAqAyAm@aAWgA}@qGqAsFhIcC","legs":[{"steps":[],"distance":1111.7,"duration":134.6,"summary":"","weight":134.6}],"distance":1111.7,"duration":134.6,"weight_name":"routability","weight":134.6}],"waypoints":[{"hint":"-GUCgP___39iAAAAhAAAAAAAAAAAAAAA1kKDQpQfsEEAAAAAAAAAAGIAAACEAAAAAAAAAAAAAAArAAAAm1Om_G9l6_3PU6b8f2Xr_QAA_wlldOdz","distance":5.072136,"name":"Zabala","location":[-56.208485,-34.904721]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
MULTIPOINT ((-56.2074027886161 -34.9048390829853))*426*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2074027886161,-34.9048390829853;-56.2019632898583,-34.9034326894455                                                    *{"code":"Ok","routes":[{"geometry":"bj`tEv~`vIcEzAi@mC]eAg@w@qAyAm@aAWgA}@qGqAsFhIcC","legs":[{"steps":[],"distance":835.3,"duration":103.4,"summary":"","weight":103.4}],"distance":835.3,"duration":103.4,"weight_name":"routability","weight":103.4}],"waypoints":[{"hint":"0FIAgP___39lAAAAkgAAAAAAAAAAAAAAKvKGQlL-60EAAAAAAAAAAGUAAACSAAAAAAAAAAAAAAArAAAAJVim_BFl6_3VV6b8-WTr_QAATxVldOdz","distance":7.779658,"name":"Misiones","location":[-56.207323,-34.904815]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
MULTIPOINT ((-56.2055764325393 -34.9037982069901))*431*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2055764325393,-34.9037982069901;-56.2019632898583,-34.9034326894455                                                    *{"code":"Ok","routes":[{"geometry":"tc`tErs`vIsB~@k@t@y@gAc@}A}@qGqAsFhIcC","legs":[{"steps":[],"distance":642.8,"duration":81.6,"summary":"","weight":81.6}],"distance":642.8,"duration":81.6,"weight_name":"routability","weight":81.6}],"waypoints":[{"hint":"62QCgP___38TAAAAXwAAAAAAAAAAAAAAx7dTQZnKR0IAAAAAAAAAABMAAABfAAAAAAAAAAAAAAArAAAAH1-m_Bdp6_34Xqb8Cmnr_QAAHxVldOdz","distance":3.844328,"name":"Ituzaingó","location":[-56.205537,-34.903785]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
MULTIPOINT ((-56.2064881927246 -34.9043200362557))*432*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2064881927246,-34.9043200362557;-56.2019632898583,-34.9034326894455                                                    *{"code":"Ok","routes":[{"geometry":"zf`tEby`vItCeAbAfEuHlCi@mC]eAg@w@qAyAm@aAWgA}@qGqAsFhIcC","legs":[{"steps":[],"distance":1091.6,"duration":141.1,"summary":"","weight":141.1}],"distance":1091.6,"duration":141.1,"weight_name":"routability","weight":141.1}],"waypoints":[{"hint":"SVMAgP___38NAAAAkwAAAAAAAAAAAAAAoE8LQe9jskIAAAAAAAAAAA0AAACTAAAAAAAAAAAAAAArAAAAqVum_BVn6_1oW6b8AGfr_QAA7wlldOdz","distance":6.379838,"name":"Treinta y Tres","location":[-56.206423,-34.904299]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
MULTIPOINT ((-56.2044075022865 -34.9038627695769))*788*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2044075022865,-34.9038627695769;-56.2019632898583,-34.9034326894455                                                    *{"code":"Ok","routes":[{"geometry":"`d`tEfl`vIhBu@`A`EkGhC_@Tk@t@y@gAUu@kAyHqAsFhIcC","legs":[{"steps":[],"distance":914.5,"duration":121.6,"summary":"","weight":121.6}],"distance":914.5,"duration":121.6,"weight_name":"routability","weight":121.6}],"waypoints":[{"hint":"VWUCgP___38yAAAAkwAAAAAAAAAAAAAAEewGQgBGgEIAAAAAAAAAADIAAACTAAAAAAAAAAAAAAArAAAAvGOm_Nto6_2IY6b8yWjr_QAA3wlldOdz","distance":5.153972,"name":"Juan Carlos Gómez","location":[-56.204356,-34.903845]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
MULTIPOINT ((-56.2073824079612 -34.9069599379384))*427*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2073824079612,-34.9069599379384;-56.2019632898583,-34.9034326894455                                                    *{"code":"Ok","routes":[{"geometry":"pw`tEf_avIz@[{@_EqRfHi@mC]eAg@w@qAyAm@aAWgA}@qGqAsFhIcC","legs":[{"steps":[],"distance":1222.2,"duration":172.1,"summary":"","weight":172.1}],"distance":1222.2,"duration":172.1,"weight_name":"routability","weight":172.1}],"waypoints":[{"hint":"M2QCgP___39QAAAAhwAAAAAAAAAAAAAA609WQrwREUIAAAAAAAAAAFAAAACHAAAAAAAAAAAAAAArAAAA1lem_Kpc6_3qV6b8sFzr_QAA7wlldOdz","distance":1.944915,"name":"Zabala","location":[-56.207402,-34.906966]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
MULTIPOINT ((-56.2045182327102 -34.905894377172)) *430*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2045182327102,-34.905894377172;-56.2019632898583,-34.9034326894455                                                     *{"code":"Ok","routes":[{"geometry":"xp`tE`m`vIwNzF_@Tk@t@y@gAUu@kAyHqAsFhIcC","legs":[{"steps":[],"distance":895.1,"duration":119.4,"summary":"","weight":119.4}],"distance":895.1,"duration":119.4,"weight_name":"routability","weight":119.4}],"waypoints":[{"hint":"LFMAgP___39SAAAAkAAAAAAAAAAAAAAAKxJaQsjaJEIAAAAAAAAAAFIAAACQAAAAAAAAAAAAAAArAAAANWOm_ONg6_0aY6b82mDr_QAADxVldOdz","distance":2.661458,"name":"Ituzaingó","location":[-56.204491,-34.905885]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
MULTIPOINT ((-56.2065749361975 -34.906550341601)) *762*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2065749361975,-34.906550341601;-56.2019632898583,-34.9034326894455                                                     *{"code":"Ok","routes":[{"geometry":"xt`tEvy`vIyOzFi@mC]eAg@w@qAyAm@aAWgA}@qGqAsFhIcC","legs":[{"steps":[],"distance":1039.8,"duration":134,"summary":"","weight":134}],"distance":1039.8,"duration":134,"weight_name":"routability","weight":134}],"waypoints":[{"hint":"RGQCgP___39PAAAAhwAAAAAAAAAAAAAA17RTQr_oFEIAAAAAAAAAAE8AAACHAAAAAAAAAAAAAAArAAAARFum_Fte6_0RW6b8Sl7r_QAAHxVldOdz","distance":5.027199,"name":"Misiones","location":[-56.206524,-34.906533]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
MULTIPOINT ((-56.2058285140985 -34.9054551556126))*775*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2058285140985,-34.9054551556126;-56.2019632898583,-34.9034326894455                                                    *{"code":"Ok","routes":[{"geometry":"dn`tEru`vIpAg@bAjE{MzEi@mC]eAg@w@qAyAm@aAWgA}@qGqAsFhIcC","legs":[{"steps":[],"distance":1152.5,"duration":155.1,"summary":"","weight":155.1}],"distance":1152.5,"duration":155.1,"weight_name":"routability","weight":155.1}],"waypoints":[{"hint":"zlIAgP___39LAAAAlQAAAAAAAAAAAAAAcVJIQusHRUIAAAAAAAAAAEsAAACVAAAAAAAAAAAAAAArAAAA212m_IZi6_37Xab8kWLr_QAA7wlldOdz","distance":3.168378,"name":"Treinta y Tres","location":[-56.205861,-34.905466]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
MULTIPOINT ((-56.2116345458293 -34.9075401407029))*760*MULTIPOINT ((-56.2019632898583 -34.9034326894455))* 439*http://localhost:5000/route/v1/driving/-56.2116345458293,-34.9075401407029;-56.2019632898583,-34.9034326894455                                                    *{"code":"Ok","routes":[{"geometry":"d{`tE|yavIn@S|@bEaMzEaD{LS_By@oCkEwRk@{AyC}DuAyIqAsFhIcC","legs":[{"steps":[],"distance":1693.4,"duration":206.6,"summary":"","weight":206.6}],"distance":1693.4,"duration":206.6,"weight_name":"routability","weight":206.6}],"waypoints":[{"hint":"CGQCgP___39gAAAAigAAAAAAAAAAAAAAf6F-QlTR3kEAAAAAAAAAAGAAAACKAAAAAAAAAAAAAAArAAAAJ0em_GFa6_1NR6b8bFrr_QAADwpldOdz","distance":3.680387,"name":"Maciel","location":[-56.211673,-34.907551]},{"hint":"Q2UCgP___390AAAAmwAAAAAAAAAAAAAA1tSaQgt1zEEAAAAAAAAAAHQAAACbAAAAAAAAAAAAAAArAAAAwmym_GJq6_0Vbab8d2rr_QAALwpldOdz","distance":7.933749,"name":"Juncal","location":[-56.202046,-34.903454]}]}
